videoId,video_title,video_description,title_word_count,title_exclamation_question_count,how_many_numbers_in_title,words_with_uppercase_in_title,description_word_count,number_of_hashtags_in_description,video_duration,category,day_of_week_uploaded,view_count,like_count,comment_count,channelId,channel_title,subscriberCount,channel_video_count,channel_view_count,days_since_upload
P8uTjFIJGIM,"""SPOTLIGHT HOLOLIVE - TEMPORADA PHANTOM RIDERS"" (ANALISIS Y MI OPINION)","Conviértete en miembro de este canal para disfrutar de ventajas:
https://www.youtube.com/channel/UCBGtYScjMYVA6EGvmj0cmJw/join",10,0,0,9,11,0,1026,20,Friday,259,21,15,UCBGtYScjMYVA6EGvmj0cmJw,"PR-""NEF"" GAMER",1090,775,354650,33
gW6uwAbpwwA,nef lacritik clash booba et afida turner,"nef lacritik clash Booba et Afida Turner
ma page Facebook :https://www.facebook.com/neflacritikleclasheurmasque/
mon site Wix:https://neflacritik.wixsite.com/neflacritikofficial
Instagram : nef_lacritik
Twitter:https://neflacritik.wixsite.com/neflacritikofficial",7,0,0,0,18,0,307,22,Monday,5678,148,15,UCefaD_PvowmFtbTEOp-1aPg,nef lacritik officiel,2600,33,112989,4223
0ZklSKZHGTc,#shorts,,1,0,0,0,0,0,61,20,Tuesday,678,49,11,UCK3rP8o--RfjSTlOtDvV0Ag,NEF,2480,115,699175,491
cdXTWG-ehOA,overconfidence impossible Sigma 🍷,"hu ru ru ru rajasthani song🔥hu ru ru ru song🚩krishna statue making at home🙏laddu gopal#shorts​#krishna​
#artist​#diy​#ytshorts​#laddugopal​#krishnabhajan​ #krishnastatus​ #krishnalove​ #diy​ #how​ #clayart​ #clay​ #claycraft​ #ytshorts​ #yt​ #radhakrishna​#radha​ #radharani​#trending​ #youtube​ #youtubeshorts​ 

krishna statue making
krishna statue making at home
krishna statue making with clay
krishna statue making with paper
krishna statue making at home easy
krishna statue making video
krishna statue making easy
radha krishna statue making
small radha krishna statue making
shri krishna statue making
bal krishna statue making
krishna statue dress making at home
radha krishna statue making at home
krishna ji statue making at home
krishna murti mukut making at home
bal krishna murti making at home
little krishna murti making at home
cradle making at home for krishna murti
krishna bhagwan murti making
big krishna murti making
krishna murti making clay
radha krishna murti making with clay
krishna ji murti making with clay
cement radha krishna murti making
radha krishna murti dress making
krishna murti dress making
krishna murti dhoti making
krishna murti making easy at home
easy krishna murti making
krishna murti face making
krishna dress making at home for murti
krishna ganesh murti making
krishna ganpati murti making
krishna roop ganpati murti making
krishna murti jewellery making
krishna ji murti making
krishna janmashtami murti making
krishna ji ki murti making
janmashtami krishna murti making
krishna kali murti making
lord krishna murti making
little krishna murti making
radha krishna murti making with soil
marble radha krishna murti making
krishna murti with clay
krishna murti krishna murti
krishna murti pagdi making
krishna murti how to make
radhe krishna murti making
shree krishna murti making
small krishna murti making
krishna murti with soil
krishna murti art
lord krishna idol making
krishna ji idol making
krishna murti color
hu ru ru ru song
hu ru ru ru song ringtone
hu ru ru ru song chotu khan
hu ru ru ru song dj
hu ru ru ru song original
hu ru ru ru song singer
hu ru ru ru song dance
hu ru ru ru song dj remix
hu ru ru ru song status
hu ru ru ru song dj sound check
hu ru ru ru song lyrics
hu ru ru ru song audio
hu ru ru ru song black screen
hu ru ru ru song bass boosted
hu ru ru ru song by chotu khan
hu ru ru ru song boy
hu ru ru ru song bhajan
hu ru ru ru song behind the scenes
hu ru ru ru song bass
hu ru ru ru song bacha
hu ru ru ru song baby dance
hu hu ru ru ru song
hu ru ru ru
who ru ru ru ru
hu ru ru ru song chotu khan ringtone
hu ru ru ru song chotu khan original song
hu ru ru ru song call ringtone
hu ru ru ru song chotu khan status
hu ru ru ru song chotu khan live
hu ru ru ru song chotu khan studio
hu ru ru ru song chotu khan dj
hu ru ru ru song chotu khan dance
hu ru ru ru song choreography
chotu khan song tu ru ru ru
hu ru ru ru song ringtone chotu khan
hu ru ru ru song dance performance
hu ru ru ru song dj mix
hu ru ru ru song dj bass
hu ru ru ru song dance video
hu ru ru ru song download
hu ru ru ru song dance rajputi
hu ru ru ru rajasthani song dance
hu ru ru ru rajasthani song dance video
hu ru ru ru song edm mix
hu ru ru ru song edm
are ru ru ru song
hey ru ru ru song
hu ru ru ru song full song
hu ru ru ru song live
hu ru ru ru song live performance
hu ru ru ru song instagram
hu ru ru ru song has been written
hu ru ru ru song live recording
jolee hu ru ru song
hu ru ru ru song jbl
hu ru ru ru nepali song
su ru ru ru ru nepali song
hu ru ru ru song krishna
hu ru ru ru song karaoke
singer of hu ru ru ru song
who is the singer of hu ru ru ru song
hu ru ru ru
hu ru ru rajasthani song lyrics
hu ru ru ru song making
hu ru ru ru song making video
hu ru ru ru song mp3
hu ru ru ru song mobile ringtone
hu ru ru ru song message ringtone
hu ru ru ru song mix
hu ru ru ru song marwadi song
hu ru ru ru song new
hu ru ru ru song singer name
new rajasthani song tu ru ru ru
new song tu ru ru ru
hu ru ru ru song original singer
hu ru ru ru song official video
hu ru ru ru song original video
hu ru ru ru song old
hu ru ru ru original song
hu ru ru ru song par dance
hu ru ru ru song remix
hu ru ru ru song recording
hu ru ru ru song real singer
hu ru ru ru song reels
hu ru ru ru song ringtone rajasthani
hu ru ru ru song recording studio
hu ru ru ru song reaction
hu ru ru ru song ringtone lofi
hu ru ru ru rajasthani song
hu ru ru ru rajasthani song ringtone
hu ru ru ru rajasthani song status
hu ru ru ru song sound check
hu ru ru ru song slowed reverb
hu ru ru ru song shorts
hu ru ru ru song studio version
hu ru ru ru song short video
hu ru ru ru song shooting
hu ru ru ru song studio
hu ru ru ru song topic
hu ru ru ru song ringtone krishna
tu ru ru ru song
tu ru ru ru song lyrics
tu ru ru ru song ringtone
tu ru ru ru song in hindi
tu ru ru ru song dance
tu ru ru ru song reaction
tu ru ru ru song anime
tu ru ru ru song dj",4,0,0,1,998,22,11,20,Sunday,149,,0,UC-6ZOxnCZ9YUItK3fadh0yg,NEF DARK GAMER,2350,347,1183947,24
clT-jMRE360,HABİB AYTEKİN İLE RENKLİ HAYATLAR TOLGA ÖZ,"Habib Aytekin ile Renkli Hayatlar Programının konuğu Ünlü Sinema ve Dizi oyuncusu Tolga Öz oldu.
Tolga Öz, Nef Tv Stüdyolarında Magazin Sinema ve Tiyatro ile ilgili güncel konularda Habib Aytekin'in sorularını cevapladı.

Sunucu: Habib Aytekin
Konuklar: Tolga Öz
Yönetmen: Mustafa Nebi Filik

Türk Haber Magazin
Nef Tv
Nef Yapım
#magazin #sinema #tiyatro #neftv #nefyapim #music #müzik #röportaj #sanat #güncelhaber #güncel",7,0,0,7,60,11,977,1,Sunday,43,4,0,UCrOi0NsRl1uRCft1Nm3WwnA,NEF  TV,1010,56,54307,213
XZxtQ1h8fWY,Empowering Women: Cllr Terrence Shabangu's Inspiring Opening Address at the WEEP Workshop!,"Executive Mayor Cllr Terrence Shabangu delivered an inspiring address at the Ehlanzeni leg of the WEEP Workshop that resonated deeply with everyone in attendance. Emphasising the challenges faced by women in today's society, he shed light on the urgent need for equitable opportunities that empower women economically.
Mayor Shabangu outlined the various initiatives and resources available for women within the district, highlighting his unwavering commitment to ensuring that they benefit from these economic prospects. He passionately spoke about the government's objectives to achieve inclusive economic distribution, specifically mentioning the critical role women play in driving growth and innovation in our communities.
His address not only acknowledged the struggles women face but also ignited a sense of hope and determination among attendees, reinforcing the belief that together, we can pave the way for a more equitable future. As we continue this journey of empowerment, we are reminded that true progress comes when all voices are heard and included in the economic landscape.",12,1,0,10,161,0,896,24,Wednesday,102,1,0,UCMINyccIJuz1oVogD5VQVmg,NEF - National Empowerment Fund Youtube,1310,190,102221,406
ne44rC3Vs3U,Live By The Code,"Provided to YouTube by EMPIRE Distribution

Live By The Code · Nef The Pharaoh

Vallejo Playa

℗ 2024 KILFMB

Released on: 2024-10-31

Producer: FX
Producer: Aztro
Composer: FX
Composer: Aztro
Lyricist: Tonee Hayes

Auto-generated by YouTube.",4,0,0,4,36,0,150,10,Thursday,25013,663,10,UCLrePUfsfLc_sqEEJr2Kx7A,Nef the Pharaoh - Topic,3040,245,17962131,384
f8Jfb4PuCDI,"❤️🔥 “Whether they love us or not, we love them!” — Julius Malema declares EFF the hope of SA 🇿🇦",,20,1,0,5,0,0,10,2,Saturday,102,4,0,UCZC1mRSCpE-x8PU3EnuT2_Q,NEF,6610,300,3471045,11
O2Y6pTnNmvo,Kareema Barry in the Marilyn Dress 🤍 Shop exclusively on nefsfinds.com,,11,0,0,5,0,0,26,22,Tuesday,818,9,0,UCOF-_RGgqsT6DJ3hHTwag8A,NEF'S,1110,825,1198334,22
4NxI6jcX4pY,Nef Arsa Yilsonu Cam,"Yeni yıla bir çam ağacıyla değil, binlerce çam ağacıyla girin. Nef Arsa'larda 100.000 TL'ye varan indirimler ile 6 ay ek vade fırsatları sizi bekliyor.",4,0,0,4,24,0,15,22,Saturday,2113010,9,0,UCIayUBhND4gL054OPq8_SGA,NEF,9430,290,70012902,1054
PyJCFSkxzFI,Varun Dhawan Offically Announce The Bhediya Sequel Bhediya 2 In Cinemas 2025,"Varun Dhawan Offically Announce The Bhediya Sequel Bhediya 2 In Cinemas 2025

for more videos please like, subscribe and follow us on social media platforms
Subscribe On Youtube 👉 https://www.youtube.com/nefnational
Follow Us On Facebook 👉 https://www.facebook.com/nefnational
Follow Us On Instagram 👉 https://www.instagram.com/nefnational
Follow Us On Twitter 👉 https://twitter.com/nefnational

Welcome to the nef national channel. NefNational channel is all about News, Entertainment & Food. We make content based on food, film releases, short films, latest news, politics news, entertainment news, social media news, film reviews & much more.

Stay tuned for all the trending topics in Hindi, entertaining videos, short films, celebrity interviews and street food videos

 #tiger3  #firstlook  #comingsoon  

#nefnational #news #entertainment #food #foodvideos #filmreleases #shortfilms #latestnews  #politicsnews #entertainmentnews #socialmedianews #filmreviews
#trendingvideos",12,0,5,10,122,16,10,24,Thursday,2218,,0,UCuqWWzMfAFR8SVSOQAAT5kQ,nef national,1660,575,387046,951
Xy1FlCxoXpE,TIER NASIL ARTTIRILIR? | PROJECT SLAYERS,"Project Slayers adlı Demon Slayer anime serisinden uyarlanan Roblox oyunu için devour silahların tier seviyelerini arttırma adı altında bir rehber video yaptım.

Video içeriğinde size Project Slayers Update 2 hakkında bilinen her şeyi anlatmaya çalıştım ve sızdırılmış görüntülerle beraber söylediklerimi destekledim. Update 2 geldiği zaman tekrar bir video çekeriz.

Discord sunucusu: https://discord.gg/YXqWRfvTEf
Abone ol: https://www.youtube.com/channel/UCaw3DNVUsNliedvvIMCxqjg

TIER NASIL ARTTIRILIR? | PROJECT SLAYERS
Roblox Türkçe içerikler Türkiye'de çok fazla yok. Roblox Türkiye içerisinde çok popüler olmadığından ben el attım. Roblox bir grafik motoru. Project Slayers ise içerisinde bulunan bir oyun. ,Project Slayer adıyla veya Project Slayers Türkçe adıyla aratabilirsiniz. Project Slayers Rehber videosu umarım yardımcı olur. Project Slayers Nefi kanalı tarafından yapılıyor. Project Slayers Roblox oyunu ve gerçekten çok popüler. Roblox Project Slayers oyununun grafik motoru. Project Slayers Update 1.5 geldiğinden beri çok popüler. Project Slayers Mugen yakın zamanda Demon Slayer anime serisinden uyarlanıp yapılmıştı ve ondan öncesinde de Project Slayers Dungeon sistemi vardı. Update 1.5 sonrası Dungeon'a da güncelleme geldi. Project Slayers Devourer set ve Project Slayers Polar set oyuna yeni eklenen ve en iyiler arasında yer alan item'lar. Nef'i Hazretleri kanalı bu içerikleri barındıracak olan kanal. Project Slayers Türkçe rehber videoları daha çok gelecektir. Project Slayers Nasıl oynanır? sorusunun cevabını da bu kanalda bulabileceksiniz yakın zamanda. Project Slayers codes, her güncelleme ya da aksaklıkta paylaşılıyor bu yüzden Project Slayers Kodlar bu kanalda da paylaşılacak. Project Slayers Tengen güncellemesi ile epey ünlendi. Project Slayers Türkçe Rehber içermediği için ilki ben olayım dedim. Oyuna da sonunda Update 2 geleceği için ve tarihi yaklaştığı için dedim ki benden kaçmaz. Nef'i de bunun videosunu çekecek :)

(Üst kısım özellikle yazılmıştır)",6,1,0,5,266,0,410,22,Friday,3228,86,17,UCaw3DNVUsNliedvvIMCxqjg,Nef'i Hazretleri,1230,20,87879,796
yivyEdHBn_Y,StarRupture: Where even the Sun wants you Dead,"Welcome to a short video showcasing the power of StarRupture's sun, introducing the game's basic concept, and my initial thoughts on it.

StarRupture is an automation and exploration game with survival elements, where you, the player, and any optional friends are convicts attempting to work out your sentence by extracting resources and sending them back to corporations on Earth. You're not the first group to arrive here, and those that came before you on Arcadia are already dead.

Can you succeed where they failed, or will the planet's very own Sun incinerate any hope of freedom and redemption?

Let me know what you think, and I look forward to your feedback on making additional videos of this upcoming game!",8,0,0,4,119,0,362,20,Tuesday,83,6,6,UCUmgtTeu1Dhsqj9Vx6K1lNA,NEF,1270,82,215671,113
mmkN_8yuNIA,One 90s TV ID From Every Country (that I could find),"Why the 90s? Why not. Older, and easier to find. 
Why every country? Someone (can't remember who) said it was interesting to see IDs from countries around the world, so I figured I'd treat everyone with this kinda uh wait okay I dunno how to word that

I chose a variety of TV stations, not necessarily the most popular ones from each country. If it ended up being like that more or less, blame availability online.

To those who are unfamiliar: If you don't know what a TV ID is (somehow)--or maybe don't know what you're going to see in this video, it's what you'd see in between TV shows, or at the beginning or end of broadcast transmission days. I collected them because visual design is interesting? I guess? 

I am NOT using any of the videos you see here for my personal self-gain. They're to entertain/educate YOU. They belong to other YouTubers and I am not trying to monetize off of their videos. In fact, I'm not even monetized, so how can I do that? Lol. Credit to all of the youtubers that uploaded these idents.",11,0,2,7,188,0,1154,22,Monday,42699,428,342,UCd80ocM65yw6uh6GczhQmkg,No.,7120,124,2993580,2466
KQshiOQFLuA,16-Apr-25,,3,0,6,1,0,0,10,22,Wednesday,1889,23,1,UCow66NF9fJfWitiJ7eyTEVA,cute-n8i,4960,84,393013,217
YpYERB_vRZ8,Training and continue17.  eliminations staeak ???#shorts #trending #freefire,Training and continue17.  eliminations staeak ???#shorts #trending #freefire,8,3,2,1,8,3,26,20,Tuesday,972,,6,UCvgM0YdSXWQQtVnYE4LNr9g,NiROX__FF,2580,49,102545,57
3xnE2kCnWR4,Let's Play: We Happy Few - Part 6,"Join Booyaka85 as he explores an alternate reality where England surrender to the Germans.

Game:  We Happy Few
Publisher: Gearbox Publishing
Developer: Compulsion Games
Platform: XB1 (also available on PC, PS4)

For more videos like this, please comment, like and subscribe.",8,0,1,6,41,0,2095,20,Friday,2,0,0,UCCkaE0GVzhLPgLOvyQxeM0A,SZU Gaming,1400,1047,1169302,2595
cGHtJajGi-g,horror jungle | mystery 😮,"horror jungle part one 

@the.umar. 

@theamirmajid 

@sz__uu56789",5,0,0,0,7,0,299,24,Thursday,304,36,20,UCpqldOiz5bwhKdhLLXCRjwA,Szu ,1190,19,13450,461
m2QHkPfNThQ,#music,@DjSzu,1,0,0,0,1,0,49,10,Sunday,128,8,0,UCyDuxpGt8kE8nrbtUZHp3ww,Dj Szu,3050,94,214845,633
OxXtYV6RThY,Addig lövök amíg meg nem adja #airsoft,,7,0,0,1,0,0,13,17,Saturday,22187,259,2,UCew-UCZQrszxlLOSGcZL1iA,SZU airsoft,2920,575,1818624,102
0l6X1Wb9vto,Curso de Cultivo de Orquídeas Avançado - Parte 4,"Tema 4: Água
O curso está dividido em 7 partes e é voltado para orquidófilos.",9,0,1,5,15,0,1809,23,Saturday,354,24,1,UCLsEmsDoiKq6JN2zbPmAw8g,Szu An Bon,1630,12,413036,1411
lQdFVzBvNVs,د شيخ زايد پوهنتون تضمين کیفت آمريت اړوند ځانګړي مرکه,,10,0,0,0,0,0,710,22,Sunday,93,4,0,UCZ_4euH3SDHfYzibZEuA9Qw,SZU-Khost Official | شیخ زاید پوهنتون ـ خوست,1180,241,42559,24
vpNqWs3kzPY,SPIN THE WHEEL CHALLENGE |FGNSHOOTER,SPIN THE WHEEL CHALLENGE |FGNSHOOTER,5,0,0,5,5,0,860,22,Thursday,26,2,2,UC7_I8eaLWUffMwUpIImaIVQ,FGN SHOOTER,2120,75,68585,223
kKh6QadJGO0,FGN J-Standard EX Mighty Power JMP2-AL-R,"The Mighty Power (MP) series Bass is built for players who need tonal versatility and rock-solid performance in a no-fuss design. The JMP2-AL-R features a classic full-size alder body with a modernized neck pocket and heel for improved upper-fret access. Its slim-profile maple neck with a rosewood fingerboard offers familiar P-style comfort with a more streamlined feel suited for technical and traditional styles alike. At the heart of its tone are reversed Seymour Duncan® Quarter-Pound split-coil pickups, delivering powerful, punchy lows and articulate highs that cut through any mix. Simple volume and tone controls keep your setup easy on stage or in the studio. Finished in elegant Vintage White gloss and outfitted with an FGN two-way stringing bridge and GOTOH tuners, the JMP2-AL-R is the perfect fusion of classic style and modern performance. 
Learn more at https://fgnguitars.com/eb/mighty-power/jmp2-al-r/

The video was created by courtesy of Pato Tobar Fuentes and EAS Limitada
https://www.instagram.com/pato.tobar/
https://www.instagram.com/easltda/


フジゲンがプロデュースするFGN Guitarsその他レギュラーモデル、限定品も豊富な国内製品情報もぜひチェックお願いします。 
-Japanese : https://mi.fujigen.co.jp/ 
-フジゲンオンラインショップ (Japanese Only) : https://fujigen.shop/products/detail....
-フジゲンカスタムハウス (Japanese Only) : https://fujigen.co.jp/customhouse/",6,0,1,6,167,0,123,22,Friday,1166,43,6,UCu3ZbgVpui4LlnhBAZhKuiA,FGN Guitars,3160,42,501106,173
5BImdRJmevc,Jaliyo par nigahe Jami hai 💙 SAJID SHAH JAMALI  #11visharifmanqabat  ,"Manqab te gause azam by sayyad sajid shah Jamali 
5 october 2025 dawate islami ijatam in 465 damolai bikaner rajasthan india 

Sound system FGN SOUND SYSTEM BIKANER 

Yt channel fgn sound bikaner 

Bahtree sound system ke liye rabta kijiye 
FGN SOUND SYSTEM BIKANER 
7014955670
9588905367

🟣YOTUBE CHANNEL FGN SOUND BIKANER 

#fgnsoundbikaner. #sound #milad  #jalsa #fgnbikaner",10,0,2,5,55,5,259,24,Sunday,308,35,3,UClq7oh4Kmokthxjb8trtC7A,F.G.N SOUND BIKANER,3000,402,347267,45
LQ1-TCqq2pA,Bhor bhayo din Chad Gaya meri Ambe ##Mata Rani ka video#trending video##maa sitala video##maa durga,,15,0,0,6,0,0,31,22,Friday,277053,2977,108,UC1rQB8CuS8JoFwaOOmaH7_w,DJ FGN OFFICIAL ,1200,33,343229,915
kZ9EwvPQcYY,Behind the Scenes at QGM: The Making of Brick Machines,"Quangong Co., Ltd. (QGM) is a high-tech enterprise specializing in the R&D, manufacturing, and sales of ecological block production equipment. We offer a full range of automated block machines and provide services like technical consulting, talent training, and production management.

QGM owns several subsidiaries, including ZENITH (Germany), ApolloZENITH (India), and QGM Mould (China).
With over 300 patents, QGM has been recognized as a National Manufacturing Champion, Green Factory, and a Leading Enterprise in China’s concrete and building materials machinery industry.
#blockmachine #machine #quacong #blockfactory #factory #brickmachine",10,0,0,7,86,6,14,2,Wednesday,457,9,0,UCJ0n_Me-CxTkyQTQlAyu1eg,QGM Quangong Machinery,9040,411,2186997,119
ltGyLYt_k6E,ZN1500-1C вибропресс для стеновых блоков,"#вибропресс #стеновойблок #бизнес #деньги #завод #бетон #блок

Контакты для связи: 
Михаил Ду +86 18105956806 WhatsApp 

Автоматический вибопресс для производства стеновых блоков ZN1500-1C. Это первая версия вибропресса для сегодняшней ZN1500-2C, которая уже больше не производится. 

Размер тех поддона 1400*1100мм. Машина работает с электрокарой для просушки бетонных изделий, которая значительно повышает автоматизацию производственного процесса и экономит рабочие силы. 

Этажерки используются для разделения рядов изделий и защиты поверхности продуктов.",5,0,5,1,66,7,416,28,Thursday,7942,68,10,UCC5nnXbNB8-_PpSlD3lhYXw,QGM Quangong Machinery CIS,1100,316,240477,468
cYPPyU0ghxg,UVO - Knowledge (DAMAGE the mixtape),"mixed & mastered by: D-SLADE
Directed by : Hatim nagraz

follow me:
facebook: https://www.facebook.com/uvoofficial/
instagram: https://www.instagram.com/the_uvo/

the beat was used for non profit reasons (promotional use only)",6,0,0,3,27,0,196,10,Thursday,4966,315,40,UCK29lbHRajITXipVxCfrbpA,The UVO,2020,15,58981,2302
wZMXobqTmZE,#sholat #agama #motivasidiri #katakatabijak #ceramah #ustadzadihidayat #katakatahikmahpendek,,7,0,0,0,0,0,52,24,Sunday,10,1,0,UCi86kbVxaqnZay7M823LvuQ,WHD.family,1390,402,212683,114
nJujlzoDvno,Set ke 4 BJB VS POPSIVO POLWAN,Proliga 2020..manganang ambyarr,7,0,1,5,3,0,1115,22,Sunday,55,2,0,UCDzPL_E1LvpX6OIg2nsCllg,Official Whd,1120,26,165220,2089
hhnQQ0WEeqE,Cover lagu sarung wadimor #shorts #wadimor,https://youtu.be/uNI7XwnTYNY?si=7GQ1VCaJtz-CEcl4,6,0,0,1,1,0,29,10,Monday,273,5,0,UCnP5zDiyYSwd11oVF4gLUXg,WHD Real Drum,1460,261,439030,667
nL5qk9ahFug,Es el momento de hacer la gran comision,,8,0,0,1,0,0,91,24,Saturday,147,3,1,UCTs6XHAZpNbOKBSVteT9JXw,La gran comisión whd,1640,388,218800,312
6P3-1iBEqT0,APA KENANGAN ANDA DI 2021 #reactionmeme #part5,,7,0,5,4,0,0,481,24,Wednesday,57,7,2,UC-lYajD61OQ9Caxg6pB8D6g,WHD CHANNEL,1470,35,47523,1421
J4aWG52soa4,"""The Stars And Stripes Forever"" - ★National March★ - Mormon Tabernacle Choir & Orchestra","The march that lets all of the Patriotism and Pride out in every way in a concert hall or parade march. John Philip Sousa's Greatest; The National March, The Stars And Stripes Forever!",14,0,0,11,33,0,273,17,Thursday,1582,23,0,UCF2bCQ3UOjHINtvGB9NdHNw,WHD Studios,6900,248,7760323,2407
tKa1gOci1X8,Healing Water Sounds for Deep Relaxation and Meditation,"In this video, immerse yourself in the soothing and healing sounds of water ambiance. Experience the calming effect of water as it gently flows, creating a serene atmosphere that promotes deep relaxation and meditation.

Whether you're looking to de-stress after a long day or improve your meditation practice, this video is perfect for you. The sounds of water have been scientifically proven to reduce stress and anxiety, promote relaxation, and improve mental clarity.

Close your eyes, take a deep breath, and allow the healing power of water to wash over you. Let go of any worries or tension and enter a state of deep relaxation and calm.

This is the perfect video to use during your meditation practice or to play in the background while you work, study, or sleep.

Subscribe to our channel for more relaxing and soothing content and share this video with anyone who could use a moment of peace and tranquility in their life.",8,0,0,6,158,0,16,22,Thursday,338,17,0,UCLVPAmLRT16DMqp64AGMg2A,WHD Healing Mat - Apak Apak,1120,258,102669,937
nQ_nOgUWBQc,Denisa - De ce banii si averea(BASS BOOSTED),,8,0,0,4,0,0,213,10,Tuesday,8081,148,0,UCt7sxMP0qcQE8jV_ezV-WNg,CDK REMIX,1380,12,155671,638
cfV-G4hfips,Why EV Owners Remain Loyal to the Technology | Automotive News & CDK Webinar,"Are electric vehicles (EVs) really losing momentum in the U.S.? Despite the headlines, EV owners remain committed—and they’re not switching back to gas-powered cars. In this mini-webinar with @automotivenews , CDK Global reveals exclusive findings from its second annual survey of EV owners, uncovering what keeps them loyal and where dealerships are falling short.

What You’ll Learn:

-Why EV buyers still rely on dealerships for sales and service
-How perceptions around EV charging and range are evolving
-What pain points could erode EV loyalty—and how to fix them

Whether you're a dealership leader, OEM, or automotive marketer, this webinar offers actionable insights to help you navigate the EV transition and better serve today’s EV customers.

Speakers: Dave Thomas, Director of Content Marketing - CDK and Emma Hancock, Moderator - Automotive News",14,0,0,10,131,0,1403,2,Tuesday,93,0,0,UCtGCQtaR7c74XLsFEtnwxJQ,CDK Global,2970,92,50250,127
9h0szo2nYGE,#guessinggame,#ghaffarbhai,1,0,0,0,1,1,22,22,Monday,26399,,7,UC6H-4uP3yYBJ9DCv3pSREQg,CDK EDITZ,5240,68,1797480,23
eFBFSMGlmC4,"Tank Davis is in the clear, and Boots has a fight. Let's take flight","It's time for one half of the dynamic duo, to this thing. DA Grumpy OG makes his return. I can stay gone for ten years, and still come back in a Hummer, never doubt a real brother, I can put you down under. Like Ali once said the chap is here, this is and underdog story, and that's a fact. CDK boxing is once again back. 

🎙️ New to streaming or looking to level up? Check out StreamYard and get $10 discount! 😍 https://streamyard.com/pal/d/6755217937137664",14,0,0,4,84,0,5390,17,Thursday,37,6,0,UCNEu1bh4W3pN4cdIQX4k-aw,CDK Sports Talk Network ,8310,4545,4205326,97
g_7WMw76HGE,Mike Clark Jr Talks Keep On Steppin Trail Ride Culture Big Boogie And Line Dance Week,"🔥 Mike Clark Jr is here to talk all things Southern Soul! 🔥

In this exclusive interview, Mike breaks down the current state of Southern Soul, how his single “Keep On Steppin’” is keeping dancers on the floor, and why National Line Dance Week is such a big deal for the culture. He also gives love to Big Boogie and shares how collaborations and live shows are shaping the next wave of soul music.

Tap in for stories about his creative process, the energy behind his shows, and tips for anyone looking to step up their groove.

👉 Hit subscribe, drop a comment, and keep on steppin’ with us!

Follow me:
Instagram: @cdkonthemic
Twitter: @cdkonthemic
TikTok: @cdkonthemic
YouTube: youtube.com/cdkonthemic",16,0,0,16,119,0,212,24,Wednesday,73,1,0,UCD-rVzm9XVnv-w0vAS8BDGg,CDK on the Mic,2380,180,1415683,56
ovbFt5Wvk94,CDK - Apologies (Official Audio),"New single 'Apologies' OUT NOW! Listen here: https://songwhip.com/cdk2/apologies 

Available on all streaming platforms. Like, comment, subscribe and share 🙏🏼",5,0,0,4,19,0,149,10,Friday,42931,1593,107,UC7RU5U_G9mcNEaYL6yhR1_A,CDK,1700,9,483622,1615
8kg5bYsdem4,"Deconstructing ""The EventBridge ETL"" AWS Serverless Architecture Pattern","In this video I will walk you through, then deploy and demo ""The EventBridge ETL"" pattern from cdkpatterns.com 

This pattern uses AWS CDK to deploy a pipeline for taking a CSV file that is uploaded to S3, extracting the contents through AWS Fargate, transforming the records using Lambda and inserting them all into DynamoDB. All orchestration and process flow is done through EventBridge

GitHub Repo 
https://github.com/cdk-patterns/serverless/tree/master/the-eventbridge-etl

To Clone Now:
npx cdkp init the-eventbridge-etl",8,0,0,8,73,0,2060,22,Sunday,5389,122,9,UCuR3jnWEnxx1G2axUMVaogg,Deconstructing AWS CDK Patterns,1270,8,22923,2047
rjJ7tDvo0E0,April 2021 - CDK C2A by Henrique Lima,Help shape the future of a project to enable pipeline automated checks for CDK infra changes,8,0,5,5,16,0,86,24,Sunday,133,0,0,UCo3mAheKM1bS3ToJ90QAkiw,CDK Day,2290,46,81203,1662
K9XHUqp9oug,Stone of the Month: Vernice Quartzite,Our Stone of the Month in February is Vernice Quartzite with its beautiful dark grey veins and light grey base. Contact your nearest Stone Selection Centre to find out more. #shorts #naturalstone #roomdecor #room #designinspo,6,0,0,4,35,5,21,22,Monday,141,2,0,UCQerEE-xG8zTH3rWrSkY1Yw,CDK Stone,6370,150,482726,289
P9T_s4a1K9Q,25-Aug-23,,3,0,6,1,0,0,58,24,Friday,211,36,3,UCVQWsftYJWx7hGnl9O3dbGg,HQM,5320,229,218566,817
eM71S5e_YVg,Phil Collins - In The Air Tonight,"Took from the ablum ""Face Value""

Copyright 1981 Atlantic Records - All rights Reserved
HQM is not the owner",7,0,0,6,19,0,339,10,Monday,215,4,0,UC0VEsvMVuc4XTgHM0P0wy1w,HQM,1370,16,375363,2872
ws5wL9aizns,Tutorial on how to do a handstand to a bridge ,,10,0,0,1,0,0,144,22,Tuesday,4909,366,,UC74gIAv5dWQ5zUZjXD4TraQ,HQM,2260,16,149714,57
